reading_id,node_id,timestamp,consumption_mwh,generation_mwh,net_flow_mwh,voltage_kv,frequency_hz,power_factor,temperature_c,is_peak_demand,outage_flag
RDG0004093,NODE0022,2023-10-28T01:00:00Z,14.742,14.497,-7.607,65.68,49.901,0.945,36.9,False,False
RDG0004094,NODE0032,2023-03-31T12:00:00Z,158.988,9.724,50.464,71.82,49.947,0.882,0.9,False,False
RDG0004095,NODE0042,2023-09-10T18:00:00Z,25.39,183.173,-40.859,104.2,49.955,0.989,44.8,True,False
RDG0004096,NODE0024,2023-05-18T17:00:00Z,1201.975,1163.381,987.574,118.15,49.979,0.867,22.4,True,False
RDG0004097,NODE0021,2023-08-13T05:00:00Z,708.143,529.311,600.695,203.82,49.806,0.816,-8.7,False,False
RDG0004098,NODE0035,2023-07-09T15:00:00Z,243.943,54.993,-6.384,110.62,50.34,0.862,21.4,False,False
RDG0004099,NODE0016,2023-09-23T07:00:00Z,752.137,524.005,-309.15,216.76,50.104,0.896,23.1,True,True
RDG0004100,NODE0034,2023-11-23T22:00:00Z,588.073,263.211,-447.899,72.43,49.622,0.923,7.8,False,True
RDG0004101,NODE0048,2023-07-14T18:00:00Z,1179.617,1328.724,-348.232,62.84,49.686,0.763,-2.4,True,False
RDG0004102,NODE0018,2023-08-23T13:00:00Z,353.366,233.726,152.945,60.2,49.753,0.957,-1.0,False,False
RDG0004103,NODE0018,2023-02-07T10:00:00Z,222.026,476.839,-202.243,10.44,50.432,0.845,-9.6,False,False
RDG0004104,NODE0035,2023-04-25T22:00:00Z,265.42,254.346,257.04,211.82,50.45,0.902,-3.7,False,True
RDG0004105,NODE0036,2023-09-12T00:00:00Z,666.59,598.513,666.061,68.9,49.529,0.798,26.0,False,False
RDG0004106,NODE0014,2023-04-29T08:00:00Z,1178.016,470.774,43.703,117.43,50.192,0.826,27.2,True,False
RDG0004107,NODE0016,2023-03-04T19:00:00Z,1483.492,931.616,545.682,33.12,49.906,0.933,30.4,True,False
RDG0004108,NODE0027,2023-02-17T18:00:00Z,653.275,376.076,286.858,33.41,50.291,0.78,-9.4,True,False
RDG0004109,NODE0010,2023-10-07T22:00:00Z,60.473,318.998,-225.981,10.83,50.11,0.851,10.1,False,False
RDG0004110,NODE0037,2023-11-29T02:00:00Z,797.727,1371.064,401.078,31.66,50.317,0.991,25.7,False,False
RDG0004111,NODE0007,2023-04-01T01:00:00Z,214.672,916.482,-121.093,432.4,49.531,0.769,-0.3,False,False
RDG0004112,NODE0040,2023-06-20T08:00:00Z,910.902,932.391,744.798,9.92,50.29,0.897,35.3,True,False
RDG0004113,NODE0016,2023-09-21T01:00:00Z,624.728,561.525,-65.223,221.08,49.919,0.76,41.0,False,False
RDG0004114,NODE0011,2023-05-30T03:00:00Z,150.007,626.386,-102.049,11.67,50.45,0.973,-3.2,False,False
RDG0004115,NODE0041,2023-11-08T09:00:00Z,220.369,464.593,-248.051,102.2,50.017,0.994,-4.9,True,False
RDG0004116,NODE0031,2023-11-03T13:00:00Z,106.901,95.617,-3.644,34.6,50.304,0.807,35.6,False,False
RDG0004117,NODE0040,2023-08-01T02:00:00Z,918.798,20.238,358.675,62.79,49.948,0.991,-5.4,False,False
RDG0004118,NODE0037,2023-09-06T11:00:00Z,93.521,730.578,-21.648,207.41,49.807,0.909,41.6,False,False
RDG0004119,NODE0016,2023-05-04T06:00:00Z,1241.192,716.599,967.942,104.62,49.869,0.973,9.9,False,False
RDG0004120,NODE0048,2023-02-13T09:00:00Z,246.548,1274.746,127.494,231.48,49.78,0.995,15.0,True,False
RDG0004121,NODE0028,2023-06-27T16:00:00Z,103.226,17.664,-194.361,239.51,50.118,0.926,18.1,False,False
RDG0004122,NODE0008,2023-07-24T20:00:00Z,487.307,593.213,-216.845,387.17,49.762,0.795,24.6,True,False
RDG0004123,NODE0009,2023-12-30T19:00:00Z,717.074,453.661,-85.396,360.19,50.49,0.771,31.7,True,False
RDG0004124,NODE0019,2023-11-07T08:00:00Z,211.096,224.829,146.085,11.58,49.963,0.818,-5.1,True,False
RDG0004125,NODE0002,2023-09-13T12:00:00Z,51.152,39.211,-19.759,11.37,50.258,0.918,7.3,False,False
RDG0004126,NODE0027,2023-08-28T20:00:00Z,126.333,96.2,-871.685,412.95,49.931,0.774,42.1,True,False
RDG0004127,NODE0050,2023-11-07T03:00:00Z,191.166,384.588,-95.94,34.92,49.619,0.884,10.8,False,False
RDG0004128,NODE0049,2023-06-20T20:00:00Z,476.503,1463.789,252.329,59.62,49.754,0.754,22.1,True,False
RDG0004129,NODE0050,2023-05-24T20:00:00Z,94.011,310.485,-715.063,240.06,49.997,0.754,36.9,True,False
RDG0004130,NODE0038,2023-01-19T09:00:00Z,21.738,6.141,14.786,418.49,49.709,0.797,24.3,True,False
RDG0004131,NODE0010,2023-01-18T03:00:00Z,416.242,317.376,58.055,64.25,50.439,0.931,11.0,False,False
RDG0004132,NODE0033,2023-07-25T20:00:00Z,1143.466,699.771,-357.278,115.13,50.046,0.805,44.1,True,False
RDG0004133,NODE0039,2023-06-15T20:00:00Z,1072.506,1376.113,703.015,362.36,49.851,0.993,17.8,True,False
RDG0004134,NODE0049,2023-10-31T17:00:00Z,960.053,931.634,632.151,11.84,50.179,0.891,16.5,True,False
RDG0004135,NODE0016,2023-11-01T06:00:00Z,1007.884,23.557,-652.259,222.68,49.932,0.84,25.4,False,False
RDG0004136,NODE0019,2023-10-03T22:00:00Z,200.684,168.603,6.539,70.39,49.841,0.855,26.8,False,False
RDG0004137,NODE0041,2023-11-16T07:00:00Z,2.388,140.958,-103.091,202.37,50.307,0.877,9.6,True,False
RDG0004138,NODE0022,2023-02-06T11:00:00Z,19.31,13.418,18.536,101.91,49.841,0.995,39.8,False,True
RDG0004139,NODE0017,2023-10-01T07:00:00Z,1211.457,894.171,1139.675,65.51,49.708,0.755,11.9,True,False
RDG0004140,NODE0035,2023-06-21T14:00:00Z,129.795,133.829,-36.197,59.95,50.129,0.814,39.3,False,False
RDG0004141,NODE0001,2023-11-23T02:00:00Z,117.128,50.348,-123.459,432.71,50.124,0.918,-3.4,False,False
RDG0004142,NODE0004,2023-05-14T16:00:00Z,426.368,274.911,325.139,414.49,49.572,0.849,34.3,False,False
RDG0004143,NODE0009,2023-10-23T23:00:00Z,88.572,685.177,-964.938,108.13,49.775,0.767,-8.4,False,False
RDG0004144,NODE0015,2023-08-25T14:00:00Z,275.194,513.912,-276.35,439.09,49.525,0.812,42.5,False,False
RDG0004145,NODE0001,2023-01-04T12:00:00Z,37.415,192.085,-278.639,33.16,49.591,0.79,21.3,False,True
RDG0004146,NODE0004,2023-12-03T01:00:00Z,166.201,454.532,-49.532,390.2,49.768,0.987,20.2,False,True
RDG0004147,NODE0019,2023-04-12T06:00:00Z,147.676,176.144,122.076,32.94,49.631,0.998,11.0,False,False
RDG0004148,NODE0018,2023-11-20T17:00:00Z,56.279,185.249,-328.41,100.35,50.459,0.809,39.9,True,False
RDG0004149,NODE0035,2023-04-23T07:00:00Z,19.577,33.056,-12.297,30.1,50.306,0.756,26.3,True,False
RDG0004150,NODE0040,2023-12-30T21:00:00Z,731.37,737.892,65.714,396.49,49.845,0.848,15.6,False,False
RDG0004151,NODE0048,2023-08-14T23:00:00Z,1043.161,716.322,-419.687,10.89,50.386,0.951,2.4,False,False
RDG0004152,NODE0047,2023-08-07T14:00:00Z,446.934,529.602,-203.353,231.8,50.477,0.958,-8.9,False,False
RDG0004153,NODE0049,2023-05-29T10:00:00Z,1302.932,1652.741,373.933,110.88,49.814,0.804,-7.6,False,True
RDG0004154,NODE0019,2023-08-04T14:00:00Z,222.863,51.4,-9.974,199.09,50.318,0.794,33.3,False,True
RDG0004155,NODE0001,2023-01-17T00:00:00Z,76.542,473.908,-156.499,106.43,49.847,0.953,32.7,False,False
RDG0004156,NODE0019,2023-03-03T00:00:00Z,251.821,55.972,214.783,100.77,50.354,0.785,44.2,False,False
RDG0004157,NODE0004,2023-05-12T09:00:00Z,474.433,196.463,382.183,32.83,50.482,0.989,27.7,True,True
RDG0004158,NODE0035,2023-02-06T03:00:00Z,211.661,202.444,141.834,434.66,50.489,0.753,38.9,False,False
RDG0004159,NODE0046,2023-10-21T00:00:00Z,1388.528,124.692,1126.343,10.71,49.803,0.926,2.7,False,False
RDG0004160,NODE0021,2023-11-14T01:00:00Z,838.175,115.262,747.394,395.62,49.905,0.776,21.1,False,False
RDG0004161,NODE0043,2023-11-06T20:00:00Z,93.129,83.908,2.336,35.72,49.585,0.788,13.0,True,False
RDG0004162,NODE0042,2023-11-05T07:00:00Z,26.643,2.906,-151.256,239.18,49.91,0.911,5.1,True,False
RDG0004163,NODE0007,2023-07-18T12:00:00Z,931.422,463.543,-792.59,117.48,50.049,0.834,25.0,False,False
RDG0004164,NODE0012,2023-08-23T00:00:00Z,309.741,825.343,-1352.896,221.69,50.14,0.873,16.5,False,False
RDG0004165,NODE0044,2023-09-13T06:00:00Z,138.174,978.826,-464.516,31.18,50.474,0.913,26.1,False,True
RDG0004166,NODE0007,2023-06-30T22:00:00Z,1332.822,33.438,120.835,11.47,50.179,0.949,34.6,False,False
RDG0004167,NODE0042,2023-03-08T15:00:00Z,144.441,220.035,-24.984,33.87,49.641,0.764,6.9,False,False
RDG0004168,NODE0010,2023-08-18T21:00:00Z,334.32,194.967,7.32,388.91,50.109,0.926,27.8,False,False
RDG0004169,NODE0015,2023-12-11T19:00:00Z,1163.593,137.824,974.508,420.54,50.316,0.921,40.0,True,True
RDG0004170,NODE0028,2023-05-07T10:00:00Z,186.712,260.505,157.015,417.57,49.909,0.763,35.6,False,False
RDG0004171,NODE0002,2023-02-09T14:00:00Z,25.719,6.138,-12.49,31.44,49.774,0.892,12.4,False,False
RDG0004172,NODE0028,2023-12-27T01:00:00Z,20.882,339.721,-157.223,395.43,50.419,0.991,3.7,False,False
RDG0004173,NODE0010,2023-07-21T05:00:00Z,420.202,121.382,92.357,32.76,49.594,0.884,31.0,False,False
RDG0004174,NODE0002,2023-10-05T21:00:00Z,20.939,22.064,-23.179,103.42,50.028,0.932,18.7,False,True
RDG0004175,NODE0039,2023-04-28T14:00:00Z,1039.28,597.535,290.358,373.5,50.089,0.889,9.2,False,False
RDG0004176,NODE0010,2023-09-15T19:00:00Z,65.145,222.083,-30.685,30.37,49.838,0.774,26.9,True,False
RDG0004177,NODE0030,2023-09-26T12:00:00Z,1304.278,295.865,1294.961,233.09,49.942,0.967,3.9,False,False
RDG0004178,NODE0028,2023-08-21T20:00:00Z,243.824,289.775,199.815,215.64,49.901,0.95,41.7,True,False
RDG0004179,NODE0027,2023-05-02T12:00:00Z,107.647,599.803,-638.858,379.8,50.157,0.907,6.3,False,False
RDG0004180,NODE0042,2023-11-07T02:00:00Z,6.784,145.649,-69.297,67.66,50.306,0.86,27.6,False,False
RDG0004181,NODE0003,2023-11-27T21:00:00Z,186.654,140.175,-19.581,31.67,50.046,0.812,-0.2,False,False
RDG0004182,NODE0003,2023-12-05T04:00:00Z,240.402,105.388,83.291,31.59,50.137,0.968,-3.0,False,False
RDG0004183,NODE0024,2023-03-28T13:00:00Z,463.949,1541.67,-759.969,110.81,50.373,0.916,38.4,False,False
RDG0004184,NODE0020,2023-03-15T15:00:00Z,737.138,1059.353,203.282,64.78,49.599,0.911,21.8,False,False
RDG0004185,NODE0003,2023-03-10T03:00:00Z,131.425,348.135,-256.417,405.45,50.181,0.77,-0.7,False,False
RDG0004186,NODE0033,2023-06-10T15:00:00Z,1772.005,590.35,1300.3,404.8,49.508,0.775,15.2,False,False
RDG0004187,NODE0009,2023-10-30T00:00:00Z,1051.063,748.141,69.866,214.95,50.496,0.799,35.9,False,True
RDG0004188,NODE0038,2023-03-07T14:00:00Z,17.437,7.214,4.958,71.41,49.514,0.882,26.1,False,True
RDG0004189,NODE0049,2023-04-20T05:00:00Z,292.388,1114.99,-1221.056,10.48,50.105,0.941,7.9,False,False
RDG0004190,NODE0003,2023-04-16T12:00:00Z,311.638,109.979,122.833,106.08,50.14,0.889,43.1,False,False
RDG0004191,NODE0001,2023-04-26T02:00:00Z,118.359,436.913,-40.9,102.93,49.544,0.753,-9.6,False,False
RDG0004192,NODE0035,2023-01-18T13:00:00Z,180.932,32.482,38.788,11.11,49.507,0.812,-10.0,False,False
RDG0004193,NODE0030,2023-04-15T23:00:00Z,724.802,527.248,29.545,32.86,50.286,0.914,24.5,False,True
RDG0004194,NODE0049,2023-05-11T03:00:00Z,17.695,123.785,-1711.356,110.93,50.071,0.793,-0.9,False,False
RDG0004195,NODE0030,2023-09-16T08:00:00Z,1253.792,519.676,1104.031,62.95,50.351,0.924,43.7,True,False
RDG0004196,NODE0004,2023-11-01T00:00:00Z,1.469,438.351,-502.286,32.7,50.12,0.792,35.2,False,False
RDG0004197,NODE0020,2023-04-16T14:00:00Z,1001.915,618.665,499.398,34.77,49.806,0.792,38.5,False,False
RDG0004198,NODE0036,2023-11-29T16:00:00Z,803.567,335.613,400.074,11.24,50.109,0.943,31.1,False,False
RDG0004199,NODE0024,2023-09-05T23:00:00Z,1373.04,815.164,636.479,240.52,50.149,0.816,26.0,False,False
RDG0004200,NODE0039,2023-03-08T12:00:00Z,1580.168,145.368,512.099,213.41,49.988,0.802,28.4,False,False
RDG0004201,NODE0038,2023-10-07T11:00:00Z,2.209,18.421,-13.188,420.64,50.358,0.984,6.4,False,False
RDG0004202,NODE0030,2023-08-12T17:00:00Z,832.38,208.124,776.445,218.42,50.115,0.933,-4.7,True,False
RDG0004203,NODE0017,2023-02-25T05:00:00Z,1236.574,859.047,295.733,369.68,49.662,0.82,33.1,False,False
RDG0004204,NODE0035,2023-11-27T04:00:00Z,73.13,69.618,-154.457,33.5,49.921,0.888,32.9,False,False
RDG0004205,NODE0023,2023-01-16T02:00:00Z,473.953,238.535,384.294,9.95,50.057,0.916,9.6,False,True
RDG0004206,NODE0006,2023-12-06T18:00:00Z,169.252,124.805,-283.33,68.17,49.946,0.921,26.2,True,False
RDG0004207,NODE0009,2023-08-14T09:00:00Z,368.91,879.007,-379.437,389.89,49.922,0.756,27.8,True,False
RDG0004208,NODE0028,2023-01-10T01:00:00Z,0.49,115.756,-222.289,30.43,49.88,0.788,28.7,False,False
RDG0004209,NODE0040,2023-07-14T20:00:00Z,797.121,689.102,792.378,72.24,49.616,0.923,11.6,True,False
RDG0004210,NODE0009,2023-07-30T10:00:00Z,745.034,838.044,690.727,119.65,50.189,0.974,36.1,False,False
RDG0004211,NODE0031,2023-11-27T16:00:00Z,37.925,50.726,-87.157,436.56,50.031,0.833,-2.7,False,False
RDG0004212,NODE0039,2023-01-21T05:00:00Z,1682.078,168.24,285.448,364.54,50.191,0.854,4.7,False,False
RDG0004213,NODE0020,2023-02-24T22:00:00Z,763.899,1240.618,-581.728,370.77,49.654,0.799,7.4,False,False
RDG0004214,NODE0031,2023-08-24T00:00:00Z,59.963,28.203,-42.078,217.04,50.275,0.938,41.2,False,False
RDG0004215,NODE0025,2023-08-23T23:00:00Z,1655.604,622.301,1037.953,204.11,49.914,0.831,11.1,False,False
RDG0004216,NODE0024,2023-01-17T16:00:00Z,1171.796,689.121,550.073,241.37,49.977,0.792,12.0,False,False
RDG0004217,NODE0031,2023-03-18T03:00:00Z,29.433,6.732,6.357,106.75,50.141,0.835,3.7,False,False
RDG0004218,NODE0029,2023-12-14T23:00:00Z,4.992,8.365,-4.095,72.28,49.788,0.752,35.0,False,False
RDG0004219,NODE0024,2023-01-25T01:00:00Z,531.864,1204.897,189.068,10.33,49.927,0.977,25.7,False,False
RDG0004220,NODE0034,2023-03-13T07:00:00Z,670.143,735.728,445.653,67.91,50.155,0.837,21.0,True,False
RDG0004221,NODE0012,2023-12-25T01:00:00Z,1687.474,1195.114,1245.215,35.84,49.789,0.904,23.8,False,False
RDG0004222,NODE0047,2023-03-01T11:00:00Z,57.156,4.1,-19.031,114.26,50.197,0.865,41.7,False,False
RDG0004223,NODE0025,2023-02-05T05:00:00Z,1434.762,943.176,-245.985,236.11,49.832,0.789,-4.5,False,False
RDG0004224,NODE0015,2023-10-11T17:00:00Z,862.571,408.096,482.169,408.36,49.806,0.87,28.3,True,False
RDG0004225,NODE0035,2023-05-25T21:00:00Z,193.425,113.003,87.709,418.98,50.423,0.916,34.3,False,False
RDG0004226,NODE0020,2023-08-04T23:00:00Z,792.064,84.37,348.885,201.58,49.914,0.83,29.9,False,False
RDG0004227,NODE0037,2023-01-25T18:00:00Z,1128.597,48.829,562.202,34.08,50.493,0.755,7.5,True,False
RDG0004228,NODE0020,2023-02-12T09:00:00Z,211.732,950.493,-998.364,69.33,50.426,0.905,19.6,True,False
RDG0004229,NODE0028,2023-08-08T03:00:00Z,127.646,297.0,95.567,205.51,49.59,0.759,18.5,False,False
RDG0004230,NODE0014,2023-03-16T13:00:00Z,934.269,830.99,645.161,67.08,49.609,0.934,32.1,False,False
RDG0004231,NODE0021,2023-04-28T17:00:00Z,183.354,736.709,-446.27,364.46,49.681,0.837,36.0,True,False
RDG0004232,NODE0007,2023-09-19T14:00:00Z,1958.415,1598.079,1041.634,69.58,49.603,0.946,22.8,False,False
RDG0004233,NODE0027,2023-05-18T07:00:00Z,216.485,1133.95,-32.458,60.72,50.134,0.989,-2.9,True,False
RDG0004234,NODE0003,2023-09-17T15:00:00Z,1.292,283.274,-216.146,62.47,49.774,0.802,27.4,False,True
RDG0004235,NODE0012,2023-09-14T05:00:00Z,1743.692,373.821,441.873,10.78,50.21,0.91,22.6,False,False
RDG0004236,NODE0043,2023-12-05T03:00:00Z,3.516,15.942,-10.534,388.8,50.376,0.817,25.2,False,False
RDG0004237,NODE0023,2023-03-07T01:00:00Z,229.636,314.157,-93.675,71.58,49.544,0.933,33.7,False,False
RDG0004238,NODE0035,2023-09-06T06:00:00Z,45.825,13.869,-193.107,371.34,50.492,0.833,26.0,False,False
RDG0004239,NODE0011,2023-06-25T02:00:00Z,28.329,254.783,-549.136,32.08,49.545,0.851,-5.8,False,False
RDG0004240,NODE0015,2023-01-12T14:00:00Z,6.42,549.892,-792.05,112.29,49.864,0.909,0.8,False,True
RDG0004241,NODE0033,2023-12-02T17:00:00Z,67.366,704.631,-992.1,432.21,49.725,0.834,42.3,True,False
RDG0004242,NODE0016,2023-12-14T13:00:00Z,720.551,1078.615,-301.688,61.43,50.383,0.903,32.8,False,False
RDG0004243,NODE0034,2023-09-23T22:00:00Z,658.012,48.051,-334.064,114.76,50.211,0.802,37.5,False,False
RDG0004244,NODE0034,2023-01-03T06:00:00Z,522.972,1104.833,-577.163,107.93,49.501,0.918,-9.4,False,False
RDG0004245,NODE0030,2023-09-10T18:00:00Z,34.805,603.805,-382.748,386.65,50.339,0.837,7.8,True,False
RDG0004246,NODE0049,2023-01-27T13:00:00Z,1133.091,567.093,-505.152,118.09,50.365,0.937,29.2,False,False
RDG0004247,NODE0013,2023-04-26T12:00:00Z,498.936,72.617,84.874,30.1,50.19,0.894,37.7,False,False
RDG0004248,NODE0037,2023-11-17T09:00:00Z,1477.536,177.577,-16.952,32.22,49.84,0.77,26.9,True,False
RDG0004249,NODE0020,2023-04-11T08:00:00Z,1260.872,1476.556,1027.891,32.33,50.316,0.804,20.5,True,False
RDG0004250,NODE0018,2023-01-02T08:00:00Z,348.223,64.024,208.323,31.88,49.646,0.935,-1.4,True,False
RDG0004251,NODE0016,2023-01-16T06:00:00Z,289.017,1344.047,-1215.712,10.02,49.597,0.782,19.0,False,False
RDG0004252,NODE0011,2023-04-20T23:00:00Z,211.091,187.999,162.159,111.89,50.067,0.929,2.8,False,False
RDG0004253,NODE0049,2023-04-21T10:00:00Z,1060.493,1708.218,855.87,119.7,49.684,0.82,30.5,False,False
RDG0004254,NODE0018,2023-10-06T11:00:00Z,357.7,389.125,218.621,237.58,50.254,0.975,22.8,False,False
RDG0004255,NODE0030,2023-09-05T17:00:00Z,286.031,91.722,-79.016,11.11,50.142,0.76,-7.0,True,False
RDG0004256,NODE0016,2023-09-15T04:00:00Z,106.439,943.189,-258.446,61.01,49.923,0.96,-1.0,False,False
RDG0004257,NODE0032,2023-05-16T00:00:00Z,72.727,99.556,23.35,424.93,50.045,0.868,14.8,False,False
RDG0004258,NODE0013,2023-05-05T10:00:00Z,1191.368,334.801,325.345,100.41,49.666,0.79,0.2,False,False
RDG0004259,NODE0034,2023-06-02T07:00:00Z,223.321,817.874,129.457,66.0,49.677,0.791,8.6,True,True
RDG0004260,NODE0025,2023-04-09T16:00:00Z,839.162,47.386,-165.219,11.45,50.377,0.922,44.9,False,False
RDG0004261,NODE0005,2023-04-28T06:00:00Z,167.088,495.871,67.572,72.43,50.311,0.847,27.1,False,False
RDG0004262,NODE0043,2023-05-31T12:00:00Z,53.616,21.128,-27.886,11.32,49.78,0.977,28.2,False,False
RDG0004263,NODE0045,2023-05-10T03:00:00Z,11.659,56.599,-4.846,32.03,50.359,0.888,34.7,False,False
RDG0004264,NODE0014,2023-12-23T13:00:00Z,534.259,770.015,-162.307,11.63,50.231,0.952,23.5,False,False
RDG0004265,NODE0016,2023-01-23T00:00:00Z,1126.228,1447.541,464.694,219.22,49.846,0.877,44.5,False,False
RDG0004266,NODE0031,2023-03-30T03:00:00Z,29.542,97.301,-59.861,99.31,49.504,0.855,38.9,False,False
RDG0004267,NODE0028,2023-07-27T04:00:00Z,171.508,101.61,-60.806,382.81,50.13,0.838,30.9,False,False
RDG0004268,NODE0018,2023-06-20T09:00:00Z,359.984,464.189,174.713,213.97,50.138,0.845,-2.5,True,False
RDG0004269,NODE0030,2023-01-01T11:00:00Z,990.388,441.844,817.616,414.65,50.168,0.816,24.4,False,False
RDG0004270,NODE0048,2023-02-12T09:00:00Z,1725.524,1690.882,1038.751,392.84,49.803,0.768,13.3,True,False
RDG0004271,NODE0029,2023-10-15T07:00:00Z,12.818,7.256,1.579,71.72,50.45,0.935,21.3,True,False
RDG0004272,NODE0031,2023-01-25T04:00:00Z,32.609,55.71,-2.4,70.51,50.26,0.995,-1.4,False,False
RDG0004273,NODE0021,2023-07-04T18:00:00Z,772.539,665.479,645.138,10.8,49.795,0.805,37.8,True,False
RDG0004274,NODE0031,2023-02-18T14:00:00Z,45.329,116.808,-48.059,10.32,49.543,0.766,27.2,False,False
RDG0004275,NODE0035,2023-06-18T22:00:00Z,175.908,8.156,-71.152,34.57,50.227,0.987,31.1,False,False
RDG0004276,NODE0011,2023-09-06T02:00:00Z,130.305,685.606,-190.091,67.14,49.938,0.866,13.9,False,False
RDG0004277,NODE0019,2023-07-12T09:00:00Z,43.363,109.805,-205.269,104.12,50.483,0.934,15.3,True,False
RDG0004278,NODE0048,2023-01-28T03:00:00Z,1415.252,1418.01,1204.171,63.29,50.024,0.752,11.5,False,False
RDG0004279,NODE0009,2023-03-13T12:00:00Z,120.67,546.393,-209.129,11.19,49.526,0.814,-6.2,False,True
RDG0004280,NODE0043,2023-02-12T03:00:00Z,40.945,65.113,-23.15,69.06,50.418,0.793,-8.3,False,False
RDG0004281,NODE0039,2023-05-22T23:00:00Z,28.98,1705.038,-485.875,11.85,49.63,0.765,-7.8,False,False
RDG0004282,NODE0044,2023-05-22T06:00:00Z,117.242,1251.037,-461.578,9.92,49.864,0.881,15.1,False,False
RDG0004283,NODE0003,2023-09-22T05:00:00Z,186.325,345.843,-13.289,424.79,49.616,0.779,18.7,False,False
RDG0004284,NODE0005,2023-08-15T17:00:00Z,216.243,304.036,151.639,114.83,49.974,0.921,-6.4,True,False
RDG0004285,NODE0035,2023-09-23T01:00:00Z,31.058,260.832,-1.975,366.34,49.934,0.966,15.9,False,False
RDG0004286,NODE0017,2023-05-22T20:00:00Z,1147.696,941.393,745.616,9.98,50.147,0.855,7.9,True,False
RDG0004287,NODE0045,2023-12-07T14:00:00Z,11.076,18.834,-1.7,11.77,49.997,0.875,-5.9,False,False
RDG0004288,NODE0001,2023-10-27T11:00:00Z,72.124,364.85,-199.273,72.45,50.314,0.937,6.5,False,True
RDG0004289,NODE0036,2023-12-20T07:00:00Z,544.491,985.876,-377.236,216.85,49.628,0.941,2.7,True,False
RDG0004290,NODE0027,2023-01-27T14:00:00Z,160.4,24.164,-1345.437,230.36,50.075,0.946,35.8,False,False
RDG0004291,NODE0007,2023-07-03T13:00:00Z,1522.471,50.724,349.803,11.4,49.665,0.93,24.3,False,False
RDG0004292,NODE0038,2023-04-03T15:00:00Z,16.941,21.64,0.483,110.36,50.358,0.826,-5.8,False,False
RDG0004293,NODE0017,2023-04-13T09:00:00Z,1222.717,404.285,929.887,11.46,49.649,0.857,25.5,True,False
RDG0004294,NODE0016,2023-12-30T13:00:00Z,1821.321,842.754,664.159,107.66,50.394,0.887,38.3,False,True
RDG0004295,NODE0022,2023-02-17T20:00:00Z,23.138,4.157,7.573,101.98,49.648,0.818,-8.9,True,False
RDG0004296,NODE0032,2023-11-18T08:00:00Z,84.308,87.521,-28.042,218.04,49.567,0.873,18.1,True,False
RDG0004297,NODE0017,2023-02-06T17:00:00Z,768.766,1210.283,-198.16,366.66,50.361,0.805,30.8,True,False
RDG0004298,NODE0023,2023-11-07T04:00:00Z,278.715,26.483,191.526,104.48,49.885,0.957,11.3,False,False
RDG0004299,NODE0002,2023-02-26T05:00:00Z,32.663,71.34,21.608,70.11,50.233,0.92,11.0,False,False
RDG0004300,NODE0004,2023-10-13T16:00:00Z,535.472,238.301,473.342,10.09,50.055,0.75,3.2,False,True
RDG0004301,NODE0048,2023-05-04T05:00:00Z,1273.197,1298.96,-659.761,107.6,49.716,0.853,32.6,False,False
RDG0004302,NODE0015,2023-05-22T03:00:00Z,328.734,877.272,-646.245,106.62,49.891,0.851,44.9,False,False
RDG0004303,NODE0001,2023-08-21T08:00:00Z,176.154,261.642,162.971,9.98,50.179,0.763,2.0,True,False
RDG0004304,NODE0041,2023-05-08T12:00:00Z,243.044,466.163,-154.862,11.01,49.851,0.994,10.4,False,False
RDG0004305,NODE0019,2023-08-01T17:00:00Z,212.396,155.328,13.587,34.81,49.761,0.854,11.6,True,False
RDG0004306,NODE0001,2023-05-03T22:00:00Z,296.503,373.766,5.897,120.31,49.899,0.895,31.9,False,False
RDG0004307,NODE0008,2023-07-31T23:00:00Z,438.301,384.742,142.139,220.96,49.514,0.783,42.0,False,False
RDG0004308,NODE0029,2023-07-10T12:00:00Z,8.058,13.666,6.72,101.62,49.935,0.833,-8.7,False,True
RDG0004309,NODE0018,2023-05-09T12:00:00Z,401.717,164.919,-21.926,11.52,49.832,0.861,25.5,False,False
RDG0004310,NODE0012,2023-08-08T23:00:00Z,94.214,967.308,-1384.906,32.3,50.447,0.765,13.3,False,False
RDG0004311,NODE0036,2023-10-21T02:00:00Z,550.906,448.681,57.905,35.98,50.272,0.831,-5.9,False,False
RDG0004312,NODE0016,2023-06-26T14:00:00Z,1285.813,1907.122,325.812,31.03,49.996,0.88,-0.6,False,False
RDG0004313,NODE0035,2023-01-31T13:00:00Z,206.194,193.392,150.089,11.09,49.616,0.812,-2.1,False,True
RDG0004314,NODE0033,2023-04-14T22:00:00Z,1595.721,484.293,1413.3,11.59,50.097,0.904,21.7,False,False
RDG0004315,NODE0032,2023-12-22T03:00:00Z,90.59,134.983,71.317,10.78,50.063,0.875,11.8,False,False
RDG0004316,NODE0018,2023-02-02T18:00:00Z,136.559,381.453,-4.005,113.77,50.218,0.859,25.6,True,False
RDG0004317,NODE0045,2023-04-26T07:00:00Z,58.422,40.906,6.146,10.19,49.519,0.817,25.6,True,True
RDG0004318,NODE0011,2023-09-18T11:00:00Z,15.41,677.162,-401.756,105.65,49.856,0.833,-2.2,False,False
RDG0004319,NODE0046,2023-12-29T02:00:00Z,926.826,604.047,127.113,64.69,50.374,0.906,39.4,False,False
